645,979,1290,1059
645,2160,1290,2259
645,2438,2903,2519
645,2335,2903,2430
645,2255,1612,2320
322,2942,1774,3009
564,1671,3386,1750
241,0,2903,74
564,739,3386,839
3064,1428,3628,1523
403,474,2580,583
483,1939,2016,2036
564,1161,2741,1233
483,223,1128,313
483,1430,2580,1532
241,2794,3709,2898
564,1070,2741,1148
