460,1265,645,1285
245,677,491,781
491,1132,614,1170
737,1473,891,1506
522,1065,614,1131
645,1089,891,1151
245,1097,491,1154
215,1528,460,1567
307,1647,430,1708
706,1268,860,1296
891,191,1075,251
645,1638,860,1695
245,1270,430,1301
215,538,891,663
338,917,768,978
460,1451,645,1535
430,1288,645,1307
