92,867,399,991
92,1423,399,1556
553,1346,1075,1489
30,1280,491,1326
92,1341,338,1451
583,1466,1044,1599
737,1320,891,1358
92,1534,399,1574
153,841,368,873
338,923,491,1105
30,949,491,1087
122,1092,368,1112
215,383,276,441
768,379,829,440
0,1638,1075,1762
92,1652,368,1688
0,1137,491,1273
