0,1035,1290,1077
1075,837,1505,904
0,112,1905,240
0,907,1321,1029
1505,737,1905,876
491,698,1075,786
0,499,1905,663
0,797,1044,913
491,603,1044,699
0,642,460,788
1352,1035,1505,1077
860,250,1659,505
1690,341,1905,479
1505,650,1905,733
122,387,860,482
1567,998,1905,1078
1075,754,1505,837
0,266,829,385
1690,243,1905,340
1475,897,1905,1043
