1612,2247,2016,2333
1370,767,1774,831
3709,2255,4026,2552
1370,2361,2016,2425
1370,830,1774,910
1290,1658,1774,1805
1370,874,1532,935
1451,2082,1612,2143
403,896,564,958
725,2465,887,2563
2822,698,3064,773
2822,879,2983,1104
3548,2255,3709,2397
3064,1926,3467,2047
1451,2415,2096,2513
1128,952,2016,1762
